구분,fid,위도,경도,label,예측결과,결빙확률,결빙확률_percent,블랙아이스_발생확률,블랙아이스_발생확률_percent,블랙아이스_예측결과,기온,풍향,풍속,강수량,습도,추정노면온도,교량,터널,ROAD_RANK,Drainage Class,aws_지점,aws_거리_km,alti_mean,terrain_mean,aspect_mean,장소,위치,사고일시,위험도
결빙지역,368,37.2720899,127.0166868,1,1.0,0.947,94.703,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,1,0,102.0,2.0,119,2.777,40.50961272,1.248912889,133.700746,,,,높음
결빙지역,369,37.26509511,127.0331156,1,1.0,0.744,74.445,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,101.0,2.583153348,119,4.306,48.95384769,1.112932199,165.4256695,,,,높음
결빙지역,370,37.24653487,127.0661655,1,1.0,0.974,97.376,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,1,0,101.0,5.658519051,119,7.461,39.7285347,1.189942837,190.6353912,,,,높음
결빙지역,371,37.44226142,127.1791366,1,1.0,0.663,66.281,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,101.0,2.0,116,19.003,120.5544448,7.441828923,260.96564,,,,보통
결빙지역,372,37.43410914,127.1285656,1,1.0,0.957,95.676,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,1,0,102.0,2.144292893,116,14.581,31.07062326,3.3179938449999997,196.760807,,,,높음
결빙지역,373,37.5217697,126.8010014,1,1.0,0.862,86.174,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,104.0,4.0,108,15.542,15.46256272,1.958008466,40.71825358,,,,높음
결빙지역,374,37.50388824,126.7876157,1,1.0,0.812,81.224,,,,0.709,197.356,2.784,0.338,65.264,-0.232,0,0,101.0,2.517985612,112,14.648,18.27587317,1.765878667,195.6219446,,,,높음
결빙지역,375,37.53221928,126.7889711,1,1.0,0.912,91.172,,,,0.709,197.356,2.784,0.338,65.264,-0.232,0,0,101.0,3.0,112,15.691,12.14423023,1.060963636,34.41106343,,,,높음
결빙지역,376,37.44240711,126.8468928,1,1.0,0.896,89.563,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,1,104.0,2.402578797,116,10.332,26.07294785,2.279203481,192.8237664,,,,높음
결빙지역,377,37.12932111,127.0930667,1,1.0,0.699,69.914,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,102.0,2.0,119,17.268,52.16728875,6.590399788,239.66642600000003,,,,보통
결빙지역,378,37.30178985,126.8611865,1,1.0,0.815,81.452,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,103.0,3.720445562,119,11.459,8.437410664,0.419888121,315.1676369,,,,높음
결빙지역,379,37.28904932,126.8721506,1,1.0,0.946,94.618,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,1,0,102.0,3.0,119,10.183,14.02612585,2.6156433180000005,142.66304439999996,,,,높음
결빙지역,380,37.36916117,126.8747949,1,1.0,0.642,64.172,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,102.0,2.648833034,116,11.47,58.05359565,1.710033759,244.010676,,,,보통
결빙지역,381,37.34384203,126.7950334,1,1.0,0.968,96.846,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,1,0,103.0,6.0,119,18.613,13.35142199,1.762818209,184.54087769999998,,,,높음
결빙지역,382,37.34014485,126.8147113,1,1.0,0.796,79.642,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,101.0,5.0,119,16.869,11.08796359,1.80484161,103.218179,,,,높음
결빙지역,383,37.61687464,126.8490958,1,1.0,0.959,95.915,,,,0.386,179.43,1.884,0.38,64.135,-0.26,1,0,101.0,4.0,108,11.458,13.7023246,0.579336926,207.2320702,,,,높음
결빙지역,384,37.6626074,126.7276211,1,1.0,0.95,95.029,,,,0.709,197.356,2.784,0.338,65.264,-0.232,0,0,101.0,4.0,112,22.466,10.80356486,0.766198651,110.4231209,,,,높음
결빙지역,385,37.41619376,126.9853037,1,1.0,0.825,82.541,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,103.0,2.069089601,116,3.643,60.363633580000005,2.634595071,83.37394561,,,,높음
결빙지역,386,37.27604427,127.1150183,1,1.0,0.755,75.54,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,101.0,1.0,119,11.485,67.81125801,4.667611565,167.9257714,,,,높음
결빙지역,387,37.65263879,126.6332231,1,1.0,0.809,80.944,,,,-1.197,173.032,1.354,0.355,70.969,-1.519,0,0,102.0,2.0,201,17.541,10.48727175,0.647642768,45.9110796,,,,높음
결빙지역,388,37.19243786,127.0675795,1,1.0,0.646,64.555,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,101.0,2.0,119,10.413,49.44140523,1.303642468,222.1463332,,,,보통
결빙지역,389,37.78715667,126.9909982,1,1.0,0.888,88.772,,,,-2.14,167.384,0.702,0.407,68.097,-2.178,0,0,101.0,2.15508596,98,14.151,113.5727111,0.854999229,111.8525041,,,,높음
결빙지역,390,37.83980969,127.0054566,1,1.0,0.555,55.546,,,,-2.14,167.384,0.702,0.407,68.097,-2.178,0,0,101.0,1.499099099,98,8.437,106.0333401,5.285369483,253.974396,,,,보통
결빙지역,391,37.22990539,127.5653722,1,1.0,0.952,95.198,,,,-1.634,196.035,0.643,0.33,75.346,-1.697,1,0,103.0,,203,8.124,57.68123549,1.5549032860000003,320.0905235,,,,높음
결빙지역,392,37.3518685,127.9276866,1,0.0,0.463,46.282,,,,-1.452,143.199,0.866,0.355,72.644,-1.602,0,0,101.0,2.168587896,114,2.313,146.6981327,2.622181185,163.840589,,,,보통
결빙지역,393,36.6501607,127.5531539,1,1.0,0.884,88.412,,,,1.15,211.015,0.912,0.292,62.876,0.731,0,0,102.0,1.914480776,131,10.107,307.68671149999994,4.286781731,350.1138866,,,,높음
결빙지역,394,36.60972537,127.4244315,1,1.0,0.73,73.01,,,,1.15,211.015,0.912,0.292,62.876,0.731,0,0,101.0,4.320057409,131,3.585,54.418056,1.461335062,88.26522572999998,,,,높음
결빙지역,395,36.8257162,127.1406549,1,1.0,0.778,77.753,,,,-1.264,165.124,0.693,0.321,80.41,-1.374,0,0,102.0,4.205533597,232,5.41,49.20175169,1.600294576,193.847365,,,,높음
결빙지역,396,36.83894481,127.1390453,1,1.0,0.901,90.102,,,,-1.264,165.124,0.693,0.321,80.41,-1.374,0,1,102.0,2.906743185,232,6.785,65.1021251,2.41746786,34.22869854,,,,높음
결빙지역,397,36.72267285,126.4020796,1,1.0,0.739,73.884,,,,-0.042,148.154,1.37,0.298,78.189,-0.478,0,0,101.0,2.0,129,10.143,41.95595942,4.504348796,268.8948167,,,,높음
결빙지역,398,36.69610904,126.7967389,1,1.0,0.986,98.58,,,,0.169,180.699,1.391,0.345,76.877,-0.304,1,0,104.0,4.0,177,10.625,12.06596317,2.524968449,20.48339443,,,,높음
결빙지역,399,34.80927923,126.4224036,1,1.0,0.935,93.454,,,,3.812,153.822,3.592,0.524,79.395,2.3,0,0,103.0,2.0,165,3.839,3.660668623,0.260583667,16.29645639,,,,높음
결빙지역,400,34.81140361,126.4172168,1,1.0,0.932,93.231,,,,3.812,153.822,3.592,0.524,79.395,2.3,0,0,103.0,2.698704104,165,3.326,2.9499798280000005,1.496493285,79.46938749,,,,높음
결빙지역,401,34.810989,126.4266019,1,1.0,0.967,96.705,,,,3.812,153.822,3.592,0.524,79.395,2.3,0,0,102.0,,165,4.177,3.296022676,0.060974156,65.19433526,,,,높음
결빙지역,402,34.80556687,126.425055,1,1.0,0.961,96.105,,,,3.812,153.822,3.592,0.524,79.395,2.3,0,0,103.0,,165,4.185,3.301912475,0.222152806,101.3690867,,,,높음
결빙지역,403,34.90396196,126.9954714,1,1.0,0.921,92.149,,,,0.891,182.021,1.217,0.43,80.244,0.394,1,0,103.0,3.0,260,24.9,82.04912679,1.390768207,241.0157808,,,,높음
결빙지역,404,34.81385305,126.6987765,1,1.0,0.874,87.421,,,,1.973,203.596,1.235,0.42,81.06,1.363,0,0,102.0,2.365010799,259,20.371,6.635483596,1.352734016,349.2864251,,,,높음
결빙지역,405,35.11283853,126.2966003,1,0.0,0.143,14.309,,,,,,0.0,0.0,,,0,0,102.0,3.117372577,164,2.361,7.970131985,3.024624877,216.615271,,,,낮음
결빙지역,406,36.25876086,128.4455826,1,1.0,0.865,86.48,,,,0.072,257.913,1.091,0.193,66.997,-0.281,0,0,104.0,2.828848224,279,18.135,97.62865702,6.085354383,23.49310231,,,,높음
결빙지역,407,36.95597964,128.9934603,1,1.0,0.954,95.352,,,,-4.265,208.045,0.847,0.214,75.723,-4.115,0,0,104.0,1.75206909,271,7.15,342.2591527,8.957443442,284.8485494,,,,높음
결빙지역,408,33.33100617,126.3546001,1,1.0,0.785,78.511,,,,8.886,203.728,8.981,0.402,66.817,5.625,1,0,103.0,2.0,185,18.297,,,,,,,높음
결빙지역,409,37.53420113,126.9457392,1,0.0,0.244,24.372,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,103.0,2.0,108,4.499,18.57905456,9.067043105,183.1668083,,,,낮음
결빙지역,410,37.6351043,127.0279865,1,1.0,0.79,78.987,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,101.0,1.839368949,108,8.955,30.076074600000002,1.188426256,349.4467468,,,,높음
결빙지역,411,37.4834156,126.9019197,1,1.0,0.719,71.879,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,103.0,3.491026561,116,6.996,13.74336513,0.329547541,277.7754591,,,,높음
결빙지역,412,37.45594221,127.0668923,1,0.0,0.127,12.738,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,103.0,2.853448276,116,9.185,78.22830963,11.08455276,195.4815216,,,,낮음
결빙지역,413,37.52478496,127.0520318,1,1.0,0.784,78.408,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,102.0,2.0,108,9.201,20.24904445,2.58985289,282.7145302,,,,높음
결빙지역,414,35.19782359,129.0061189,1,0.0,0.051,5.116,,,,1.639,170.555,1.112,0.398,69.27,1.102,0,0,102.0,2.990322581,296,4.726,49.71564455,7.447003472,19.41122135,,,,낮음
결빙지역,415,35.9863944,128.6976667,1,0.0,0.001,0.078,,,,1.549,218.027,2.029,0.17,60.695,0.768,0,0,104.0,1.0,143,12.706,421.2802997,12.95498994,145.7054195,,,,낮음
결빙지역,416,35.90084854,128.5861571,1,0.0,0.01,0.972,,,,,,0.0,0.0,,,0,0,103.0,3.0,176,6.461,27.64770483,1.465782521,257.7240418,,,,낮음
결빙지역,417,37.43956664,126.6764888,1,1.0,0.827,82.653,,,,0.709,197.356,2.784,0.338,65.264,-0.232,0,0,102.0,2.485652798,112,6.222,32.65151975,4.015978123,248.2158735,,,,높음
결빙지역,418,35.15397233,126.851791,1,1.0,0.926,92.632,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,101.0,4.0,156,4.186,20.23266183,0.644780782,218.2792598,,,,높음
결빙지역,419,35.15574752,126.8627118,1,1.0,0.784,78.387,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,103.0,2.0,156,3.246,42.92227378,3.541643395,327.337248,,,,높음
결빙지역,420,35.16186607,126.863408,1,1.0,0.708,70.793,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,101.0,4.0,156,2.841,23.22517183,0.994971832,225.5668858,,,,높음
결빙지역,421,35.17299515,126.8849315,1,1.0,0.964,96.372,,,,2.665,126.381,1.219,0.519,73.861,1.981,1,0,101.0,4.0,156,0.606,27.98266618,0.323287991,223.7681208,,,,높음
결빙지역,422,35.14757598,126.7985871,1,1.0,0.69,69.007,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,102.0,2.0,156,8.912,25.4279273,4.627196280000001,264.9322817,,,,보통
결빙지역,423,35.14169098,126.826147,1,1.0,0.832,83.229,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,104.0,3.0,156,6.888,18.36485899,0.868469998,164.8578901,,,,높음
결빙지역,424,35.17944644,126.806413,1,1.0,0.991,99.058,,,,2.665,126.381,1.219,0.519,73.861,1.981,1,0,102.0,2.839913855,156,7.777,20.06136461,0.365727916,221.1436172,,,,높음
결빙지역,425,35.16312948,126.801572,1,1.0,0.804,80.429,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,103.0,2.0,156,8.255,38.81124414,1.718006948,183.3481123,,,,높음
결빙지역,426,35.21313162,126.8428188,1,1.0,0.793,79.331,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,103.0,2.917352415,156,6.298,24.73437119,0.471486121,38.87475204,,,,높음
결빙지역,427,35.13872119,126.7923678,1,1.0,0.918,91.765,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,104.0,4.0,156,9.789,16.74092704,0.290463238,122.6571679,,,,높음
결빙지역,428,36.37635647,127.3242649,1,0.0,0.219,21.869,,,,0.431,239.05,1.282,0.328,72.131,-0.032,0,0,101.0,2.340379792,133,4.31,69.08559956,5.656676619,128.3680242,,,,낮음
결빙지역,429,36.28385789,127.3095009,1,0.0,0.373,37.324,,,,0.431,239.05,1.282,0.328,72.131,-0.032,0,0,101.0,2.615549982,133,11.292,99.06097066,4.757098537,244.0742515,,,,낮음
결빙지역,430,36.33260837,127.333199,1,1.0,0.865,86.528,,,,0.431,239.05,1.282,0.328,72.131,-0.032,0,1,102.0,2.100828232,133,5.597,53.51473056,0.484368741,302.6494947,,,,높음
결빙지역,431,37.29805994,126.9732133,1,1.0,0.779,77.892,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,2.0,119,3.057,59.1269722,2.627445936,242.2426605,,,,높음
결빙지역,432,37.24533112,127.0317532,1,1.0,0.828,82.835,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,2.0,119,4.522,30.15986026,0.5397590949999999,216.2519754,,,,높음
결빙지역,433,37.26796919,127.0273197,1,1.0,0.665,66.517,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,2.0,119,3.749,43.73408799,1.996568431,273.7691279,,,,보통
결빙지역,434,37.24560233,127.0505659,1,1.0,0.563,56.343,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,4.0,119,6.125,29.57446111,1.601285113,161.6867287,,,,보통
결빙지역,435,37.44144164,126.8467693,1,1.0,0.882,88.174,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,1,104.0,3.196332255,116,10.345,21.72427509,1.094364606,197.2667929,,,,높음
결빙지역,436,37.05953612,127.0455134,1,1.0,0.725,72.5,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,2.0,119,22.699,34.34051815,0.747268477,101.501322,,,,높음
결빙지역,437,37.36818521,126.8746674,1,1.0,0.766,76.627,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,102.0,3.462558223,116,11.557,65.00130827,2.4862136949999996,121.1633283,,,,높음
결빙지역,438,37.28901257,126.8721024,1,1.0,0.946,94.618,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,1,0,102.0,3.0,119,10.186,13.88437221,2.725326015,140.5334161,,,,높음
결빙지역,439,37.302319,126.8607034,1,1.0,0.601,60.143,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,102.0,5.956178161,119,11.517,8.475184198,0.434343089,238.4124709,,,,보통
결빙지역,440,37.34363085,126.7954406,1,1.0,0.604,60.396,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,101.0,4.245954693,119,18.571,13.21933399,0.457964346,235.2645403,,,,보통
결빙지역,441,37.34068028,126.8145596,1,1.0,0.797,79.744,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,5.0,119,16.907,11.42925944,1.952348687,101.0005802,,,,높음
결빙지역,442,37.61714967,126.8483002,1,1.0,0.921,92.129,,,,0.386,179.43,1.884,0.38,64.135,-0.26,1,0,101.0,4.0,108,11.535,13.36927537,0.403454999,260.0717145,,,,높음
결빙지역,443,37.68113671,126.7485889,1,1.0,0.643,64.301,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,101.0,2.0,108,22.69,16.0291493,2.754453898,268.6384065,,,,보통
결빙지역,444,37.41632406,126.9852124,1,1.0,0.762,76.246,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,101.0,2.027230383,116,3.626,61.68726075,3.364017891,105.0050754,,,,높음
결빙지역,445,37.62929912,127.2849894,1,1.0,0.744,74.433,,,,-1.053,204.66,0.905,0.382,71.49,-1.258,0,0,102.0,2.0,202,24.204,147.7249576,14.11084265,80.4212838,,,,높음
결빙지역,446,37.27659466,127.1151847,1,1.0,0.709,70.912,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,1.0,119,11.502,74.07004318,3.969143798,156.0411091,,,,높음
결빙지역,447,37.107952,127.2184813,1,1.0,0.931,93.084,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,1,0,104.0,3.0,119,26.678,49.45526012,0.884359018,304.3253005,,,,높음
결빙지역,448,37.39350708,127.2380968,1,1.0,0.623,62.332,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,101.0,3.0,116,24.862,47.78182988,1.256368376,269.006127,,,,보통
결빙지역,449,37.82181933,127.0937826,1,1.0,0.806,80.562,,,,-2.14,167.384,0.702,0.407,68.097,-2.178,0,0,103.0,2.0,98,9.366,96.39105995,1.193322401,59.64734266,,,,높음
결빙지역,450,37.7870601,126.9915951,1,1.0,0.909,90.899,,,,-2.14,167.384,0.702,0.407,68.097,-2.178,0,0,102.0,2.0,98,14.138,112.6742805,1.008353105,119.845704,,,,높음
결빙지역,451,37.83984393,127.0060985,1,0.0,0.127,12.683,,,,-2.14,167.384,0.702,0.407,68.097,-2.178,0,0,104.0,2.154261057,98,8.401,117.7612501,4.756151656,242.2228679,,,,낮음
결빙지역,452,37.82798298,127.1464689,1,1.0,0.684,68.401,,,,-2.14,167.384,0.702,0.407,68.097,-2.178,0,0,102.0,2.0,98,11.146,114.2729954,2.083070382,152.625475,,,,보통
결빙지역,453,36.65068475,127.5514844,1,1.0,0.766,76.558,,,,1.15,211.015,0.912,0.292,62.876,0.731,0,0,104.0,3.970905172,131,9.966,308.2397813,2.53541742,44.26682854,,,,높음
결빙지역,454,36.61723562,127.5127824,1,0.0,0.173,17.336,,,,1.15,211.015,0.912,0.292,62.876,0.731,0,0,103.0,3.0,131,6.88,63.60860154,0.970451344,308.0355201,,,,낮음
결빙지역,455,36.64917617,127.4663807,1,1.0,0.613,61.285,,,,1.15,211.015,0.912,0.292,62.876,0.731,0,0,102.0,1.043462644,131,2.546,76.53993379,3.753052096,133.5351403,,,,보통
결빙지역,456,36.60973417,127.4240904,1,1.0,0.814,81.376,,,,1.15,211.015,0.912,0.292,62.876,0.731,0,0,102.0,4.0,131,3.596,55.03378875,1.896143686,56.91278578,,,,높음
결빙지역,457,36.63826716,127.4601592,1,1.0,0.734,73.36,,,,1.15,211.015,0.912,0.292,62.876,0.731,0,0,104.0,1.605679367,131,1.739,70.12130038,0.906434599,44.82336008,,,,높음
결빙지역,458,36.96740881,127.4864572,1,1.0,0.809,80.919,,,,-1.264,165.124,0.693,0.321,80.41,-1.374,0,0,104.0,2.0,232,28.592,79.72295620999999,2.047516601,127.8409946,,,,높음
결빙지역,459,36.81698987,127.1335295,1,1.0,0.83,83.05,,,,-1.264,165.124,0.693,0.321,80.41,-1.374,0,0,102.0,2.008629989,232,4.298,54.56833198,2.00653316,110.0570226,,,,높음
결빙지역,460,36.82605943,127.1402532,1,1.0,0.82,81.971,,,,-1.264,165.124,0.693,0.321,80.41,-1.374,0,0,102.0,3.211358735,232,5.435,49.48317413,1.577158187,185.3488475,,,,높음
결빙지역,461,34.80926568,126.42319,1,1.0,0.95,95.037,,,,3.812,153.822,3.592,0.524,79.395,2.3,0,0,104.0,,165,3.909,3.6201266990000005,0.204323683,15.91405957,,,,높음
결빙지역,462,34.81246481,126.4174051,1,1.0,0.945,94.549,,,,3.812,153.822,3.592,0.524,79.395,2.3,0,0,104.0,4.963453959,165,3.322,3.272448009,0.892048742,119.5329796,,,,높음
결빙지역,463,34.90409184,126.9952627,1,1.0,0.487,48.661,,,,0.891,182.021,1.217,0.43,80.244,0.394,1,0,104.0,3.0,260,24.908,84.10818351000002,2.927041744,201.9233069,,,,보통
결빙지역,464,33.3309392,126.3545752,1,1.0,0.785,78.511,,,,8.886,203.728,8.981,0.402,66.817,5.625,1,0,104.0,2.0,185,18.293,,,,,,,높음
결빙지역,465,37.56277452,127.0324282,1,1.0,0.705,70.479,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,104.0,2.0,108,5.95,28.9145444,1.185836371,150.184321,,,,높음
결빙지역,466,37.55839758,127.0343713,1,1.0,0.791,79.054,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,102.0,2.0,108,6.214,18.02969535,0.8218751139999999,98.13470425,,,,높음
결빙지역,467,37.52403496,126.9034097,1,1.0,0.802,80.179,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,104.0,4.0,108,7.615,10.93925476,0.292866051,86.70457460000002,,,,높음
결빙지역,468,37.4834156,126.9019197,1,1.0,0.719,71.879,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,101.0,3.491026561,116,6.996,13.74336513,0.329547541,277.7754591,,,,높음
결빙지역,469,37.51555991,127.1309208,1,1.0,0.952,95.229,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,103.0,4.586800574,108,15.827,18.78181728,0.449133718,321.1330271,,,,높음
결빙지역,470,37.55474173,127.1427595,1,1.0,0.751,75.109,,,,0.386,179.43,1.884,0.38,64.135,-0.26,0,0,101.0,2.835976929,108,15.707,31.5797044,1.622267304,309.0298365,,,,높음
결빙지역,471,36.25876103,128.4455603,1,1.0,0.865,86.48,,,,0.072,257.913,1.091,0.193,66.997,-0.281,0,0,101.0,2.821082825,279,18.134,97.81951371,6.152017435,22.90019832,,,,높음
결빙지역,472,37.43956664,126.6764888,1,1.0,0.827,82.653,,,,0.709,197.356,2.784,0.338,65.264,-0.232,0,0,102.0,2.485652798,112,6.222,32.65151975,4.015978123,248.2158735,,,,높음
결빙지역,473,37.52880782,126.6763518,1,1.0,0.767,76.677,,,,0.709,197.356,2.784,0.338,65.264,-0.232,0,0,101.0,2.0,112,7.273,26.83386705,3.661177329,151.5739582,,,,높음
결빙지역,474,35.1603909,126.8870138,1,1.0,0.743,74.339,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,103.0,3.0,156,1.452,30.12734344,0.9879382070000001,297.9472616,,,,높음
결빙지역,475,35.15397233,126.851791,1,1.0,0.926,92.632,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,104.0,4.0,156,4.186,20.23266183,0.644780782,218.2792598,,,,높음
결빙지역,476,35.12120877,126.8602549,1,1.0,0.832,83.203,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,102.0,6.0,156,6.416,33.47145434,0.5449307960000002,287.1645581,,,,높음
결빙지역,477,35.17604329,126.8804681,1,1.0,0.695,69.49,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,102.0,3.604316547,156,1.07,31.0883257,4.542692837,218.960242,,,,보통
결빙지역,478,35.15952737,126.8982252,1,1.0,0.831,83.081,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,102.0,1.0,156,1.604,33.2727456,0.614274122,237.6144704,,,,높음
결빙지역,479,35.20719066,126.8784775,1,1.0,0.648,64.791,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,103.0,2.098088713,156,3.995,36.20315643,2.030591214,302.5514677,,,,보통
결빙지역,480,35.16312948,126.801572,1,1.0,0.804,80.429,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,104.0,2.0,156,8.255,38.81124414,1.718006948,183.3481123,,,,높음
결빙지역,481,35.179997,126.8171053,1,1.0,0.933,93.272,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,104.0,4.0,156,6.817,21.11386434,0.577435375,118.5045498,,,,높음
결빙지역,482,35.13872119,126.7923678,1,1.0,0.918,91.765,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,101.0,4.0,156,9.789,16.74092704,0.290463238,122.6571679,,,,높음
결빙지역,483,35.14169098,126.826147,1,1.0,0.832,83.229,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,102.0,3.0,156,6.888,18.36485899,0.868469998,164.8578901,,,,높음
결빙지역,484,35.14757598,126.7985871,1,1.0,0.69,69.007,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,103.0,2.0,156,8.912,25.4279273,4.627196280000001,264.9322817,,,,보통
결빙지역,485,35.21753067,126.8463423,1,1.0,0.901,90.075,,,,2.665,126.381,1.219,0.519,73.861,1.981,0,0,102.0,3.886609071,156,6.445,24.67171258,0.184775091,125.7014111,,,,높음
결빙지역,486,36.34677903,127.4329276,1,1.0,0.59,58.995,,,,0.431,239.05,1.282,0.328,72.131,-0.032,0,0,102.0,2.154731918,133,6.126,54.39288698,1.642741695,275.1117424,,,,보통
결빙지역,487,37.27556361,126.9365306,1,1.0,0.526,52.618,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,3.248743719,119,4.331,56.27298874,0.811446345,93.78578806,,,,보통
결빙지역,488,37.26744047,127.0254183,1,1.0,0.75,75.024,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,103.0,3.585523947,119,3.591,37.10495377,0.77047646,217.8503418,,,,높음
결빙지역,489,37.26598919,127.0312661,1,1.0,0.716,71.606,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,102.0,2.0,119,4.128,44.45810538,2.217599051,323.7696758,,,,높음
결빙지역,490,37.25367336,127.0734487,1,1.0,0.588,58.848,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,104.0,2.198922801,119,8.016,61.91588459,4.878559918,136.5104196,,,,보통
결빙지역,491,37.44494993,127.1445788,1,1.0,0.725,72.457,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,103.0,2.0,116,15.951,46.79492161,3.746912125,167.9343459,,,,높음
결빙지역,492,37.37111467,127.104391,1,1.0,0.813,81.344,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,103.0,4.0,116,14.833,40.20689915,0.300547229,279.3682745,,,,높음
결빙지역,493,37.40880868,127.1282067,1,1.0,0.954,95.433,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,102.0,4.0,116,15.033,30.25667713,0.573220636,18.87186555,,,,높음
결빙지역,494,37.38178884,127.1200697,1,1.0,0.882,88.206,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,101.0,2.987760979,116,15.44,37.001569339999996,0.266943375,270.8778319,,,,높음
결빙지역,495,37.50287651,126.788014,1,1.0,0.735,73.505,,,,0.709,197.356,2.784,0.338,65.264,-0.232,0,0,103.0,4.0,112,14.661,15.6666523,1.024351693,200.6981447,,,,높음
결빙지역,496,37.44084465,126.8463901,1,1.0,0.578,57.811,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,103.0,6.0,116,10.381,21.1572939,0.628605474,199.8028835,,,,보통
결빙지역,497,37.05953612,127.0455134,1,1.0,0.725,72.5,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,0,0,103.0,2.0,119,22.699,34.34051815,0.747268477,101.501322,,,,높음
결빙지역,498,37.36818521,126.8746674,1,1.0,0.766,76.627,,,,-2.46,257.924,1.642,0.231,69.566,-2.73,0,0,103.0,3.462558223,116,11.557,65.00130827,2.4862136949999996,121.1633283,,,,높음
결빙지역,499,37.28893628,126.872165,1,1.0,0.946,94.618,,,,-0.616,230.916,1.475,0.395,68.764,-1.036,1,0,104.0,3.0,119,10.179,13.07709062,2.780492052,140.7107574,,,,높음
